category,is_women_led,activity,governorate,wilayat,count
craft,False,صنع المنتجات الحرفية لادوات الصيد التقليدية,ظفار,سدح,4
craft,False,صنع المنتجات الحرفية لادوات الصيد التقليدية,ظفار,شليم وجزر الحلانيات,12
craft,False,صنع المنتجات الحرفية لادوات الصيد التقليدية,ظفار,صلالة,7
craft,False,صنع المنتجات الحرفية لادوات الصيد التقليدية,ظفار,طاقة,4
craft,False,صنع المنتجات الحرفية لادوات الصيد التقليدية,ظفار,مرباط,2
craft,False,صنع المنتجات الحرفية لادوات الصيد التقليدية,مسقط,السيب,2
craft,False,صنع المنتجات الحرفية لادوات الصيد التقليدية,مسقط,بوشر,2
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,البريمي,البريمي,15
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,البريمي,محضة,1
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,الداخلية,أدم,3
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,الداخلية,إزكي,7
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,الداخلية,الجبل الأخضر,4
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,الداخلية,الحمراء,2
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,الداخلية,بدبد,3
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,الداخلية,بهلاء,3
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,الداخلية,سمائل,10
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,الداخلية,منح,3
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,الداخلية,نزوى,18
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,الظاهرة,ضنك,2
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,الظاهرة,عبري,11
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,الظاهرة,ينقل,1
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,الوسطى,الجازر,4
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,الوسطى,الدقم,5
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,الوسطى,محوت,1
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,الوسطى,هيماء,4
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,جنوب الباطنة,الرستاق,15
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,جنوب الباطنة,العوابي,3
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,جنوب الباطنة,المصنعة,15
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,جنوب الباطنة,بركاء,30
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,جنوب الباطنة,نخل,5
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,جنوب الباطنة,وادي المعاول,4
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,جنوب الشرقية,الكامل والوافي,5
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,جنوب الشرقية,جعلان بنى بوحسن,5
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,جنوب الشرقية,جعلان بنى بوعلى,18
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,جنوب الشرقية,صور,35
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,جنوب الشرقية,مصيرة,1
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,شمال الباطنة,الخابورة,6
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,شمال الباطنة,السويق,16
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,شمال الباطنة,شناص,20
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,شمال الباطنة,صحار,35
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,شمال الباطنة,صحم,19
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,شمال الباطنة,لوى,14
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,شمال الشرقية,ابراء,12
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,شمال الشرقية,القابل,4
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,شمال الشرقية,المضيبي,9
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,شمال الشرقية,بدية,5
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,شمال الشرقية,دماء والطائيين,3
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,شمال الشرقية,سناو,6
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,ظفار,المزيونة,2
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,ظفار,ثمريت,16
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,ظفار,رخيوت,11
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,ظفار,سدح,4
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,ظفار,شليم وجزر الحلانيات,5
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,ظفار,صلالة,125
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,ظفار,ضلكوت,3
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,ظفار,طاقة,16
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,ظفار,مرباط,12
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,ظفار,مقشن,2
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,مسقط,السيب,127
craft,False,صنع المنتجات الحرفية لمستحضرات التجميل والعطور,مسقط,العامرات,21
